sport,epreuve,classement,medaille,equipe,participant,resultats,note
Golf,Stroke play individuel hommes,10,=9,AUS,Jason DAY,272,
Golf,Stroke play individuel hommes,11,=9,CHI,Joaquin NIEMANN,272,
Golf,Stroke play individuel hommes,12,=9,BEL,Thomas DETRY,272,
Golf,Stroke play individuel hommes,13,=9,USA,Xander SCHAUFFELE,272,
Golf,Stroke play individuel hommes,14,=14,USA,Wyndham CLARK,273,
Golf,Stroke play individuel hommes,15,=14,DEN,Thorbjorn OLESEN,273,
Golf,Stroke play individuel hommes,16,16,RSA,Christiaan BEZUIDENHOUT,274,
Golf,Stroke play individuel hommes,17,17,RSA,Erik VAN ROOYEN,275,
Golf,Stroke play individuel hommes,18,=18,ARG,Alejandro TOSTI,276,
Golf,Stroke play individuel hommes,19,=18,TPE,C.T. PAN,276,
Golf,Stroke play individuel hommes,20,=18,ITA,Matteo MANASSERO,276,
Golf,Stroke play individuel hommes,21,=18,SWE,Ludvig ABERG,276,
Golf,Stroke play individuel hommes,22,=22,AUS,Min Woo LEE,277,
Golf,Stroke play individuel hommes,23,=22,ITA,Guido MIGLIOZZI,277,
Golf,Stroke play individuel hommes,24,=24,USA,Collin MORIKAWA,278,
Golf,Stroke play individuel hommes,25,=24,KOR,Byeong Hun AN,278,
Golf,Stroke play individuel hommes,26,=26,GER,Matthias SCHMID,279,
Golf,Stroke play individuel hommes,27,=26,MEX,Carlos ORTIZ BECERRA,279,
Golf,Stroke play individuel hommes,28,=26,GER,Stephan JAEGER,279,
Golf,Stroke play individuel hommes,29,=26,IRL,Shane LOWRY,279,
Golf,Stroke play individuel hommes,30,=30,PUR,Rafael CAMPOS,280,
Golf,Stroke play individuel hommes,31,=30,NOR,Viktor HOVLAND,280,
Golf,Stroke play individuel hommes,32,=30,CAN,Nick TAYLOR,280,
Golf,Stroke play individuel hommes,33,=33,MAS,Gavin GREEN,281,
Golf,Stroke play individuel hommes,34,=33,PAR,Fabrizio ZANOTTI,281,
Golf,Stroke play individuel hommes,35,=35,COL,Nicolas ECHAVARRIA,282,
Golf,Stroke play individuel hommes,36,=35,FIN,Tapio PULKKANEN,282,
Golf,Stroke play individuel hommes,37,=35,MEX,Abraham ANCER SAGASTEGUI,282,
Golf,Stroke play individuel hommes,38,=35,AUT,Sepp STRAKA,282,
Golf,Stroke play individuel hommes,39,=35,NZL,Ryan FOX,282,
Golf,Stroke play individuel hommes,40,=40,IND,Shubhankar SHARMA,283,
Golf,Stroke play individuel hommes,41,=40,BEL,Adrien DUMONT DE CHASSART,283,
Golf,Stroke play individuel hommes,42,=40,ESP,David PUIG,283,
Golf,Stroke play individuel hommes,43,=43,NOR,Kristoffer Evensen VENTURA,284,
Golf,Stroke play individuel hommes,44,=43,ARG,Emiliano GRILLO,284,
Golf,Stroke play individuel hommes,45,=45,CHI,Mito PEREIRA,285,
Golf,Stroke play individuel hommes,46,=45,IND,Gaganjeet BHULLAR,285,
Golf,Stroke play individuel hommes,47,=45,SWE,Alex NOREN,285,
Golf,Stroke play individuel hommes,48,=45,FIN,Sami VALIMAKI,285,
Golf,Stroke play individuel hommes,49,=49,POL,Adrian MERONK,287,
Golf,Stroke play individuel hommes,50,=49,JPN,Keita NAKAJIMA,287,
Golf,Stroke play individuel hommes,51,=49,SUI,Joel GIRRBACH,287,
Golf,Stroke play individuel hommes,52,52,TPE,Chun-An YU,288,
Golf,Stroke play individuel hommes,53,53,CHN,Zecheng DOU,289,
Golf,Stroke play individuel hommes,54,54,THA,Kiradech APHIBARNRAT,290,
Golf,Stroke play individuel hommes,55,55,NZL,Daniel HILLIER,291,
Golf,Stroke play individuel hommes,56,56,CHN,Carl YUAN,292,
Golf,Stroke play individuel hommes,57,57,COL,Camilo VILLEGAS RESTREPO,293,
Golf,Stroke play individuel hommes,58,58,FRA,Matthieu PAVON,297,
Golf,Stroke play individuel hommes,59,,THA,Phachara KHONGWATMAI,Abandon,
Golf,Stroke play individuel hommes,60,,GBR,Matt FITZPATRICK,Abandon,
Skateboard,Street femmes,1,O,JPN,Coco YOSHIZAWA,272.75,
Skateboard,Street femmes,2,A,JPN,Liz AKAMA,265.95,
Skateboard,Street femmes,3,B,BRA,Rayssa LEAL,253.37,
Skateboard,Street femmes,4,4,CHN,Chenxi CUI,241.56,
Skateboard,Street femmes,5,5,USA,Poe PINSON,222.34,
Skateboard,Street femmes,6,6,USA,Paige HEYN,163.23,
Skateboard,Street femmes,7,7,JPN,Funa NAKAYAMA,79.77,
Skateboard,Street femmes,8,8,AUS,Chloe COVELL,70.33,
Skateboard,Street femmes,9,9,CHN,Yuanling ZHU,,
Skateboard,Street femmes,10,10,NED,Roos ZWETSLOOT,,
Skateboard,Street femmes,11,11,FRA,Lucie SCHOONHEERE,,
Skateboard,Street femmes,12,12,CHN,Wenhui ZENG,,
Skateboard,Street femmes,13,13,ESP,Daniela TEROL,,
Skateboard,Street femmes,14,14,ESP,Natalia MUNOZ,,
Skateboard,Street femmes,15,15,NED,Keet OLDENBEUVING,,
Skateboard,Street femmes,16,16,BRA,Pamela ROSA,,
Skateboard,Street femmes,17,17,THA,Vareeraya SUKASEM,,
Skateboard,Street femmes,18,18,RSA,Boipelo AWUAH,,
Skateboard,Street femmes,19,19,BRA,Gabi MAZETTO,,
Skateboard,Street femmes,20,20,AUS,Haylie POWELL,,
Skateboard,Street femmes,21,21,AUS,Liv LOVELACE,,
Skateboard,Street femmes,22,22,USA,Mariah DURAN,,
Equitation,Dressage individuel,1,O,N/A,Allemagne,90.093,
Equitation,Dressage individuel,2,A,N/A,Allemagne,89.614,
Equitation,Dressage individuel,3,B,N/A,Grande-Bretagne,88.971,
Equitation,Dressage individuel,4,4,N/A,Pays-Bas,88.432,
Equitation,Dressage individuel,5,5,N/A,Danemark,88.093,
Equitation,Dressage individuel,6,6,N/A,Grande-Bretagne,85.161,
Equitation,Dressage individuel,7,7,N/A,Danemark,84.850,
Equitation,Dressage individuel,8,8,N/A,Grande-Bretagne,84.357,
Equitation,Dressage individuel,9,9,N/A,Danemark,83.293,
Equitation,Dressage individuel,10,10,N/A,Norvège,83.050,
Equitation,Dressage individuel,11,11,N/A,Pays-Bas,81.750,
Equitation,Dressage individuel,12,12,N/A,Finlande,81.607,
Equitation,Dressage individuel,13,13,N/A,Allemagne,81.350,
Equitation,Dressage individuel,14,14,N/A,Suède,80.854,
Equitation,Dressage individuel,15,15,N/A,Pologne,80.075,
Equitation,Dressage individuel,16,16,N/A,France,79.118,
Equitation,Dressage individuel,17,17,N/A,Autriche,75.375,
Equitation,Dressage individuel,18,18,N/A,Suède,74.714,
Equitation,Dressage individuel,19,19,N/A,Belgique,,
Equitation,Dressage individuel,20,20,N/A,États-Unis d'Amérique,,
Equitation,Dressage individuel,21,21,N/A,Pays-Bas,,
Equitation,Dressage individuel,22,22,N/A,Belgique,,
Equitation,Dressage individuel,23,23,N/A,Belgique,,
Equitation,Dressage individuel,24,24,N/A,Luxembourg,,
Equitation,Dressage individuel,25,25,N/A,Suède,,
Equitation,Dressage individuel,26,26,N/A,Autriche,,
Equitation,Dressage individuel,27,27,N/A,Équateur,,
Equitation,Dressage individuel,28,28,N/A,Espagne,,
Equitation,Dressage individuel,29,29,N/A,France,,
Equitation,Dressage individuel,30,30,N/A,Finlande,,
Equitation,Dressage individuel,31,31,N/A,France,,
Equitation,Dressage individuel,32,32,N/A,Australie,,
Equitation,Dressage individuel,33,33,N/A,Brésil,,
Equitation,Dressage individuel,34,34,N/A,République de Corée,,
Equitation,Dressage individuel,35,35,N/A,Australie,,
Equitation,Dressage individuel,36,36,N/A,Espagne,,
Equitation,Dressage individuel,37,37,N/A,Irlande,,
Equitation,Dressage individuel,38,38,N/A,Lituanie,,
Equitation,Dressage individuel,39,39,N/A,Australie,,
Equitation,Dressage individuel,40,40,N/A,Nouvelle-Zélande,,
Equitation,Dressage individuel,41,41,N/A,Canada,,
Equitation,Dressage individuel,42,42,N/A,Maroc,,
Equitation,Dressage individuel,43,43,N/A,Canada,,
Equitation,Dressage individuel,44,44,N/A,Portugal,,
Equitation,Dressage individuel,45,45,N/A,Autriche,,
